Kennel ID,Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,latitude,longitude,intake_is_dead,geopoint,intake_duration,is_current_month,outcome_is_dead,outcome_is_current,outcome_is_other,outcome_is_alive,was_outcome_alive
396283,A752146,2,DOG,GRAY,WHITE,Unknown,03/11/2025,06/11/2025,UNDER AGE/WEIGHT,OWNER SURRENDER,OTC,TOO MANY,09/11/2025,1 GOLDEN SHORE LONG BEACH CA 90802,LONG BEACH,RESCUE,DOGBONEZ,33.766904,-118.202343,Alive on Intake,"33.766904, -118.202343",3,TRUE,FALSE,FALSE,FALSE,TRUE,1
325967,A660438,NULL,WILD,GRAY,BLACK,Unknown,14/05/2021,14/07/2021,ILL MODERATETE,WILDLIFE,FIELD,NULL,14/07/2021,"1 GOLDEN SHR, LONG BEACH, CA 90802",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7669359,-118.2023583,Alive on Intake,"33.76693590000001, -118.2023583",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
350230,A704807,*DAISY,DOG,BROWN,WHITE,Female,14/08/2021,14/08/2023,INJURED  MILD,STRAY,FIELD,NULL,15/08/2023,"1 WORLD TRADE CENTER, LONG BEACH CA",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7680477,-118.2003019,Alive on Intake,"33.7680477, -118.2003019",1,FALSE,FALSE,FALSE,FALSE,TRUE,1
301860,A621034,LYSON,DOG,BLUE BRIND,WHITE,Neutered,30/01/2017,30/01/2019,NORMAL,SAFE KEEP,HOSPITAL,NULL,30/01/2019,"1 WORLD TRADE CENTER, LONG BEACH, CA 90802",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7680477,-118.2003019,Alive on Intake,"33.7680477, -118.2003019",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
336512,A680051,NULL,BIRD,GRAY,WHITE,Unknown,16/07/2021,16/07/2022,INJURED  MODERATE,WILDLIFE,FIELD,NULL,17/07/2022,"10 BLK 1ST ST, SEAL BEACH, CA 90740",SEAL BEACH,RESCUE,NULL,33.7430451,-118.1135385,Alive on Intake,"33.7430451, -118.1135385",1,FALSE,FALSE,FALSE,FALSE,TRUE,1
332096,A671402,OL' BLUE EYES,BIRD,WHITE,YELLOW,Unknown,06/03/2021,06/03/2022,INJURED  SEVERE,WILDLIFE,FIELD,NULL,06/03/2022,"10 BLK 39TH PL, LONG BEACH, CA 90803",LONG BEACH,DIED,ENROUTE,33.76009,-118.1478074,Alive on Intake,"33.76009, -118.1478074",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
361937,A727241,NULL,CAT,BRN TABBY,WHITE,Male,03/08/2024,21/08/2024,UNDER AGE/WEIGHT,STRAY,FIELD,NULL,21/08/2024,"10 BLK ALAMITOS AVE, LB 90802",LONG BEACH,RESCUE,LITTLELION,33.7669739,-118.1827684,Alive on Intake,"33.7669739, -118.1827684",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
327429,A661313,*SAMANTHA,CAT,BRN TABBY,NULL,Spayed,05/08/2020,05/08/2021,NORMAL,STRAY,FIELD,NULL,09/02/2022,"10 BLK AQUARIUM WAY, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,PFE/PAWSHP,33.764831,-118.1933275,Alive on Intake,"33.764831, -118.1933275",188,FALSE,FALSE,FALSE,FALSE,TRUE,1
322804,A656288,NULL,OTHER,GRAY,NULL,Female,,14/04/2021,ILL MODERATETE,WILDLIFE,FIELD,NULL,14/04/2021,"10 BLK CORONADO AVE, LONG BEACH, CA 90803",LONG BEACH,TRANSFER,LBAH,33.7615077,-118.1541317,Alive on Intake,"33.7615077, -118.1541317",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
322805,A656289,NULL,OTHER,GRAY,NULL,Unknown,,14/04/2021,UNDER AGE/WEIGHT,WILDLIFE,FIELD,NULL,14/04/2021,"10 BLK CORONADO AVE, LONG BEACH, CA 90803",LONG BEACH,TRANSFER,LBAH,33.7615077,-118.1541317,Alive on Intake,"33.7615077, -118.1541317",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
328393,A664040,*CUPCAKE,DOG,GRAY,WHITE,Spayed,18/09/2020,18/09/2021,NORMAL,STRAY,FIELD,NULL,02/10/2021,"10 BLK E 55TH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8557475,-118.1969063,Alive on Intake,"33.8557475, -118.1969063",14,FALSE,FALSE,FALSE,FALSE,TRUE,1
342878,A695577,RASCAL,DOG,BROWN,WHITE,Male,17/04/2019,26/03/2023,NORMAL,STRAY,FIELD,NULL,29/03/2023,"10 BLK E 69TH ST, LB 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.8793054,-118.2040567,Alive on Intake,"33.8793054, -118.2040567",3,FALSE,FALSE,FALSE,FALSE,TRUE,1
300689,A618315,NULL,CAT,BLACK,WHITE,Male,02/08/2018,02/12/2018,NORMAL,STRAY,FIELD,NULL,05/12/2018,"10 BLK E 69TH WAY, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8800031,-118.2042948,Alive on Intake,"33.8800031, -118.2042948",3,FALSE,FALSE,FALSE,FALSE,TRUE,1
355382,A716293,NULL,DOG,GOLD,NULL,Male,04/03/2023,04/03/2024,INJURED  SEVERE,STRAY,FIELD,NULL,05/03/2024,"10 BLK E ELLIS ST, LB 90805",LONG BEACH,EUTHANASIA,INJ SEVERE,33.8565163,-118.197279,Alive on Intake,"33.8565163, -118.197279",1,FALSE,TRUE,FALSE,FALSE,FALSE,0
313204,A641085,*MARCUS,DOG,BROWN,WHITE,Male,14/03/2019,14/03/2020,NORMAL,STRAY,FIELD,NULL,13/05/2020,"10 BLK E MARKET ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LIVELOVE,33.8542848,-118.1962299,Alive on Intake,"33.85428479999999, -118.1962299",60,FALSE,FALSE,FALSE,FALSE,TRUE,1
316877,A645964,NULL,BIRD,GRAY,RED,Unknown,,20/07/2020,INJURED  MILD,STRAY,FIELD,NULL,22/07/2020,"10 BLK E PLATT ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.8509065,-118.1952182,Alive on Intake,"33.8509065, -118.1952182",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
338637,A686896,*BAGHEERA,CAT,BLACK,NULL,Male,14/10/2021,14/10/2022,INJURED  MODERATE,STRAY,OTC,NULL,10/12/2022,"10 BLK E. PLYMOUTH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,NULL,33.8532911,-118.1959712,Alive on Intake,"33.8532911, -118.1959712",57,FALSE,FALSE,FALSE,FALSE,TRUE,1
330308,A666677,NULL,OTHER,BLACK,GRAY,Unknown,,11/11/2021,ILL SEVERE,WILDLIFE,FIELD,NULL,11/11/2021,"10 BLK LA LINDA DR, LONG BEACH, CA 90807",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8274262,-118.1899585,Alive on Intake,"33.8274262, -118.1899585",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
316703,A645458,NULL,OTHER,GRAY,NULL,Unknown,13/11/2019,13/07/2020,INJURED  SEVERE,WILDLIFE,FIELD,NULL,13/07/2020,"10 BLK LA LINDA DR, LONG BEACH, CA 90807",LONG BEACH,EUTHANASIA,INJ SEVERE,33.8274262,-118.1899585,Alive on Intake,"33.8274262, -118.1899585",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
308642,A633731,NULL,BIRD,BLACK,NULL,Unknown,,16/09/2019,INJURED  SEVERE,WILDLIFE,FIELD,NULL,16/09/2019,"10 BLK N ALBONI PL, LONG BEACH, CA 90802",LONG BEACH,DIED,ENROUTE,33.7666216,-118.1816769,Alive on Intake,"33.7666216, -118.1816769",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
296577,A610591,NULL,CAT,CALICO DIL,NULL,Female,13/06/2018,03/07/2018,UNDER AGE/WEIGHT,STRAY,FIELD,NULL,04/07/2018,"10 BLK W 49TH ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.8448425,-118.1933829,Alive on Intake,"33.8448425, -118.1933829",1,FALSE,TRUE,FALSE,FALSE,FALSE,0
285646,A591429,NULL,CAT,BRN TABBY,WHITE,Unknown,13/05/2017,06/06/2017,UNDER AGE/WEIGHT,STRAY,FIELD,NULL,06/06/2017,"10 BLK W 52ND ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.8502723,-118.1956561,Alive on Intake,"33.8502723, -118.1956561",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
333774,A674506,*MINDY,DOG,TAN,NULL,Spayed,11/05/2021,11/05/2022,NORMAL,STRAY,FIELD,NULL,18/05/2022,"10 BLK W 53RD ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,NULL,33.852309,-118.1962278,Alive on Intake,"33.852309, -118.1962278",7,FALSE,FALSE,FALSE,FALSE,TRUE,1
389895,A748987,*ZARA,CAT,ORG TABBY,,Spayed,12/08/2025,12/09/2025,ILL MODERATETE,STRAY,FIELD,,24/10/2025,"10 BLK W ARBOR ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8439327,-118.1933639,Alive on Intake,"33.8439327, -118.1933639",42,FALSE,FALSE,FALSE,FALSE,TRUE,1
389896,A748988,*ZOE,CAT,BRN TABBY,,Spayed,12/08/2025,12/09/2025,ILL MODERATETE,STRAY,FIELD,,25/10/2025,"10 BLK W ARBOR ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8439327,-118.1933639,Alive on Intake,"33.8439327, -118.1933639",43,FALSE,FALSE,FALSE,FALSE,TRUE,1
389897,A748989,*ZELDA,CAT,CRM TABBY,WHITE,Spayed,12/08/2025,12/09/2025,ILL MODERATETE,STRAY,FIELD,,29/10/2025,"10 BLK W ARBOR ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,PAWSHOPPE,33.8439327,-118.1933639,Alive on Intake,"33.8439327, -118.1933639",47,FALSE,FALSE,FALSE,FALSE,TRUE,1
389901,A748993,*ZEPPELIN,CAT,WHITE,BRN TABBY,Neutered,12/08/2025,12/09/2025,ILL MODERATETE,STRAY,FIELD,,29/10/2025,"10 BLK W ARBOR ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,PAWSHOPPE,33.8439327,-118.1933639,Alive on Intake,"33.8439327, -118.1933639",47,FALSE,FALSE,FALSE,FALSE,TRUE,1
332979,A672991,*CYRUS,CAT,BRN TABBY,NULL,Male,25/03/2022,11/04/2022,ILL MODERATETE,STRAY,FIELD,NULL,26/06/2022,"10 BLK W BORT ST, LONG BEACH, CA 90805",LONG BEACH,MISSING,IN KENNEL,33.8703458,-118.2020155,Alive on Intake,"33.8703458, -118.2020155",76,FALSE,FALSE,FALSE,TRUE,FALSE,1
332980,A672992,NULL,CAT,BLACK,WHITE,Unknown,04/04/2022,11/04/2022,ILL SEVERE,STRAY,FIELD,NULL,11/04/2022,"10 BLK W BORT ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8703458,-118.2020155,Alive on Intake,"33.8703458, -118.2020155",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
334482,A677069,*LITO,DOG,BROWN,BLACK,Neutered,,08/06/2022,NORMAL,STRAY,OTC,NULL,16/06/2022,"10 BLK W BORT ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,NULL,33.8703458,-118.2020155,Alive on Intake,"33.8703458, -118.2020155",8,FALSE,FALSE,FALSE,FALSE,TRUE,1
304462,A626284,NULL,CAT,BRN TABBY,NULL,Male,11/05/2018,11/05/2019,INJURED  SEVERE,STRAY,FIELD,NULL,11/05/2019,"10 BLK W PLEASANT ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,INJ SEVERE,33.8460665,-118.1940513,Alive on Intake,"33.8460665, -118.1940513",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
297009,A607390,*MAI TAI,CAT,SEAL PT,NULL,Spayed,10/05/2016,18/07/2018,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,13/12/2018,"10 BLK WOODPINE DR, IRVINE, CA 92604",IRVINE,ADOPTION,PFE/PAWSHP,33.6861428,-117.8047419,Alive on Intake,"33.6861428, -117.8047419",148,FALSE,FALSE,FALSE,FALSE,TRUE,1
333024,A673065,NULL,CAT,SEAL PT,NULL,Male,13/04/2012,13/04/2022,INJURED  SEVERE,STRAY,FIELD,NULL,13/04/2022,"10 ROYCROFT AVE, LONG BEACH, CA 90803",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7577019,-118.1411272,Alive on Intake,"33.7577019, -118.1411272",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
311948,A638369,A638369,CAT,WHITE,GRAY,Neutered,09/01/2017,09/01/2020,FRACTIOUS,STRAY,FIELD,NULL,14/01/2020,"10 W PLESANT ST, LONG BEACH, CA 90805",LONG BEACH,"SHELTER, NEUTER, RETURN",STRAYCATAL,33.8460665,-118.1940513,Alive on Intake,"33.8460665, -118.1940513",5,FALSE,FALSE,FALSE,FALSE,TRUE,1
283147,A292832,LITTLE BIT,DOG,TAN,BLACK,Spayed,29/03/2008,29/03/2017,NORMAL,OWNER SURRENDER,OTC,NULL,30/03/2017,"10 W SCOTT ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,PUGNATRES,33.8689636,-118.2016043,Alive on Intake,"33.8689636, -118.2016043",1,FALSE,FALSE,FALSE,FALSE,TRUE,1
290104,A599028,NULL,DOG,WHITE,TAN,Male,20/10/2015,20/10/2017,NORMAL,STRAY,FIELD,NULL,27/10/2017,"10 W ZANE ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.849502,-118.1953004,Alive on Intake,"33.849502, -118.1953004",7,FALSE,FALSE,FALSE,FALSE,TRUE,1
352210,A709969,NULL,BIRD,BROWN,NULL,Unknown,,06/11/2023,INJURED  MODERATE,WILDLIFE,FIELD,NULL,06/11/2023,"100 39TH PL, LONG BEACH, CA 90803",LONG BEACH,TRANSFER,OTHER RESC,33.7597082,-118.1479522,Alive on Intake,"33.7597082, -118.1479522",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
311104,A635485,*HANNAH,DOG,BROWN,BLACK,Female,24/05/2012,24/11/2019,BEHAVIOR  MILD,OWNER SURRENDER,OTC,AGG ANIMAL,22/12/2019,"100 54TH PL, LONG BEACH, CA 90803",DISTRICT3,RESCUE,LIVELOVE,33.7550806,-118.1322096,Alive on Intake,"33.7550806, -118.1322096",28,FALSE,FALSE,FALSE,FALSE,TRUE,1
312140,A638685,NULL,REPTILE,BROWN,TAN,Unknown,,18/01/2020,NORMAL,STRAY,FIELD,NULL,18/01/2020,"100 ALAMITOS AVE, LONG BEACH, CA 90802",LONG BEACH,RETURN TO OWNER,WALKIN,33.7677623,-118.1825071,Alive on Intake,"33.7677623, -118.1825071",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
289380,A597698,NULL,BIRD,BROWN,BLACK,Unknown,,23/09/2017,INJURED  SEVERE,WILDLIFE,FIELD,NULL,23/09/2017,"100 AQUARIUM WAY, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,LBAH,33.7621679,-118.196966,Alive on Intake,"33.7621679, -118.196966",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
297631,A612538,NULL,DOG,BLACK,WHITE,Female,08/05/2018,08/08/2018,NORMAL,STRAY,OTC,NULL,15/08/2018,"100 AQUARIUM WAY, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,SPCALA,33.7621679,-118.196966,Alive on Intake,"33.7621679, -118.196966",7,FALSE,FALSE,FALSE,FALSE,TRUE,1
322116,A654684,NULL,OTHER,BROWN,NULL,Unknown,05/03/2018,05/03/2021,ILL SEVERE,WILDLIFE,FIELD,NULL,05/03/2021,"100 ARGONNE AVE, LONG BEACH, CA 90803",LONG BEACH,TRANSFER,LBAH,33.7580316,-118.1385367,Alive on Intake,"33.7580316, -118.1385367",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
298851,A481559,MISTY,DOG,CREAM,TAN,Spayed,15/11/2009,16/09/2018,NORMAL,STRAY,FIELD,NULL,16/09/2018,"100 BENNETT AVE, LONG BEACH, CA 90803",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7600589,-118.1432932,Alive on Intake,"33.7600589, -118.1432932",0,FALSE,FALSE,FALSE,FALSE,TRUE,1
396367,A752257,,CAT,BRN TABBY,,Male,24/09/2025,09/11/2025,ILL MODERATETE,STRAY,OTC,,09/11/2025,"100 BLCK 56TH ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,33.8576478,-118.1772876,Alive on Intake,"33.8576478, -118.1772876",0,TRUE,TRUE,FALSE,FALSE,FALSE,0
325727,A659812,DRACO,DOG,GRAY,WHITE,Neutered,03/01/2018,03/07/2021,NORMAL,OWNER SURRENDER,OTC,MOVE,15/01/2022,"100 BLCK E. 57TH ST, LONG BEACH CA 90805",LONG BEACH,ADOPTION,WEB,33.8581828,-118.1953974,Alive on Intake,"33.8581828, -118.1953974",196,FALSE,FALSE,FALSE,FALSE,TRUE,1
338453,A686251,NULL,BIRD,BLACK,NULL,Unknown,,07/10/2022,ILL SEVERE,WILDLIFE,FIELD,NULL,07/10/2022,"100 BLK 10TH ST, SEAL BEACH, CA 90740",SEAL BEACH,EUTHANASIA,ILL SEVERE,33.7393952,-118.1050108,Alive on Intake,"33.7393952, -118.1050108",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
345059,A700205,*RHOMBUS,CAT,GRAY TABBY,WHITE,Male,15/05/2023,04/06/2023,UNDER AGE/WEIGHT,STRAY,OTC,NULL,14/06/2023,100 BLK 29TH ST LONG BEACH 90806,LONG BEACH,RESCUE,LITTLELION,33.8099414,-118.190922,Alive on Intake,"33.8099414, -118.190922",10,FALSE,FALSE,FALSE,FALSE,TRUE,1
345060,A700206,*PARALLELOGRAM,CAT,GRAY TABBY,WHITE,Female,15/05/2023,04/06/2023,UNDER AGE/WEIGHT,STRAY,OTC,NULL,14/06/2023,100 BLK 29TH ST LONG BEACH 90806,LONG BEACH,RESCUE,LITTLELION,33.8099414,-118.190922,Alive on Intake,"33.8099414, -118.190922",10,FALSE,FALSE,FALSE,FALSE,TRUE,1
345061,A700208,*LIL GUY,CAT,BRN TABBY,WHITE,Male,15/05/2023,04/06/2023,UNDER AGE/WEIGHT,STRAY,OTC,NULL,13/07/2023,100 BLK 29TH ST LONG BEACH 90806,LONG BEACH,ADOPTION,NULL,33.8099414,-118.190922,Alive on Intake,"33.8099414, -118.190922",39,FALSE,FALSE,FALSE,FALSE,TRUE,1
345062,A700209,*OVAL,CAT,BRN TABBY,WHITE,Male,15/05/2023,04/06/2023,UNDER AGE/WEIGHT,STRAY,OTC,NULL,14/06/2023,100 BLK 29TH ST LONG BEACH 90806,LONG BEACH,RESCUE,LITTLELION,33.8099414,-118.190922,Alive on Intake,"33.8099414, -118.190922",10,FALSE,FALSE,FALSE,FALSE,TRUE,1
317742,A647453,NULL,CAT,WHITE,NULL,Male,22/05/2020,22/08/2020,NORMAL,STRAY,OTC,NULL,29/08/2020,"100 BLK 68TH ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8775178,-118.2025528,Alive on Intake,"33.8775178, -118.2025528",7,FALSE,FALSE,FALSE,FALSE,TRUE,1
330258,A666468,NULL,OTHER,BLACK,WHITE,Unknown,,08/11/2021,ILL SEVERE,WILDLIFE,FIELD,NULL,08/11/2021,"100 BLK 7TH ST, SB 90740",SEAL BEACH,EUTHANASIA,ILL SEVERE,33.7407499,-118.1076871,Alive on Intake,"33.7407499, -118.1076871",0,FALSE,TRUE,FALSE,FALSE,FALSE,0
322708,A656069,*PRESLEY,DOG,BROWN,NULL,Spayed,09/06/2020,10/04/2021,NORMAL,OWNER SURRENDER,OTC,HYPER,22/04/2021,"100 BLK ALAMITOS AVE, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,SPCALA,33.7677623,-118.1825071,Alive on Intake,"33.7677623, -118.1825071",12,FALSE,FALSE,FALSE,FALSE,TRUE,1
290912,A600315,BLAKE,DOG,BLUE,WHITE,Male,20/11/2014,20/11/2017,NORMAL,STRAY,FIELD,NULL,25/11/2017,"100 BLK ALAMITOS AVE, LONG BEACH, CA 90802",LONG BEACH,RETURN TO OWNER,WALKIN,33.7677623,-118.1825071,Alive on Intake,"33.7677623, -118.1825071",5,FALSE,FALSE,FALSE,FALSE,TRUE,1
291872,A602013,NULL,REPTILE,YELLOW,BROWN,Unknown,,09/01/2018,NORMAL,SAFE KEEP,OWNER DIED,NULL,11/01/2018,"100 BLK ALAMITOS AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,OTHER RESC,33.7677623,-118.1825071,Alive on Intake,"33.7677623, -118.1825071",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
291873,A602014,NULL,REPTILE,BROWN,BLACK,Unknown,,09/01/2018,NORMAL,SAFE KEEP,OWNER DIED,NULL,11/01/2018,"100 BLK ALAMITOS AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,OTHER RESC,33.7677623,-118.1825071,Alive on Intake,"33.7677623, -118.1825071",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
291875,A602016,NULL,REPTILE,BROWN,YELLOW,Unknown,,09/01/2018,NORMAL,SAFE KEEP,OWNER DIED,NULL,11/01/2018,"100 BLK ALAMITOS AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,OTHER RESC,33.7677623,-118.1825071,Alive on Intake,"33.7677623, -118.1825071",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
291876,A602017,NULL,REPTILE,BROWN,BLACK,Unknown,,09/01/2018,NORMAL,SAFE KEEP,OWNER DIED,NULL,11/01/2018,"100 BLK ALAMITOS AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,OTHER RESC,33.7677623,-118.1825071,Alive on Intake,"33.7677623, -118.1825071",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
291881,A602022,NULL,REPTILE,BROWN,BLACK,Unknown,,09/01/2018,NORMAL,SAFE KEEP,OWNER DIED,NULL,11/01/2018,"100 BLK ALAMITOS AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,OTHER RESC,33.7677623,-118.1825071,Alive on Intake,"33.7677623, -118.1825071",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
291883,A602024,NULL,REPTILE,BROWN,YELLOW,Unknown,,09/01/2018,NORMAL,SAFE KEEP,OWNER DIED,NULL,11/01/2018,"100 BLK ALAMITOS AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,OTHER RESC,33.7677623,-118.1825071,Alive on Intake,"33.7677623, -118.1825071",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
291889,A602030,NULL,OTHER,GOLD,NULL,Unknown,,09/01/2018,NORMAL,SAFE KEEP,OWNER DIED,NULL,11/01/2018,"100 BLK ALAMITOS AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,OTHER RESC,33.7677623,-118.1825071,Alive on Intake,"33.7677623, -118.1825071",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
291890,A602031,NULL,OTHER,GOLD,NULL,Unknown,,09/01/2018,NORMAL,SAFE KEEP,OWNER DIED,NULL,11/01/2018,"100 BLK ALAMITOS AVE, LONG BEACH, CA 90802",LONG BEACH,DIED,IN KENNEL,33.7677623,-118.1825071,Alive on Intake,"33.7677623, -118.1825071",2,FALSE,TRUE,FALSE,FALSE,FALSE,0
291893,A602034,NULL,AMPHIBIAN,YELLOW,ORANGE,Unknown,,09/01/2018,NORMAL,SAFE KEEP,OWNER DIED,NULL,11/01/2018,"100 BLK ALAMITOS AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,OTHER RESC,33.7677623,-118.1825071,Alive on Intake,"33.7677623, -118.1825071",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
291894,A602035,NULL,REPTILE,BROWN,BLACK,Unknown,,09/01/2018,NORMAL,SAFE KEEP,OWNER DIED,NULL,11/01/2018,"100 BLK ALAMITOS AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,OTHER RESC,33.7677623,-118.1825071,Alive on Intake,"33.7677623, -118.1825071",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
291900,A602041,NULL,REPTILE,GRAY,NULL,Unknown,,09/01/2018,NORMAL,SAFE KEEP,OWNER DIED,NULL,11/01/2018,"100 BLK ALAMITOS AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,OTHER RESC,33.7677623,-118.1825071,Alive on Intake,"33.7677623, -118.1825071",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
291907,A602048,NULL,REPTILE,PINK,GRAY,Unknown,,09/01/2018,NORMAL,SAFE KEEP,OWNER DIED,NULL,11/01/2018,"100 BLK ALAMITOS AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,OTHER RESC,33.7677623,-118.1825071,Alive on Intake,"33.7677623, -118.1825071",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
291910,A602051,NULL,REPTILE,YELLOW,BROWN,Unknown,,09/01/2018,NORMAL,SAFE KEEP,OWNER DIED,NULL,11/01/2018,"100 BLK ALAMITOS AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,OTHER RESC,33.7677623,-118.1825071,Alive on Intake,"33.7677623, -118.1825071",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
291912,A602053,NULL,REPTILE,BLACK,BROWN,Unknown,,09/01/2018,NORMAL,SAFE KEEP,OWNER DIED,NULL,11/01/2018,"100 BLK ALAMITOS AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,OTHER RESC,33.7677623,-118.1825071,Alive on Intake,"33.7677623, -118.1825071",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
291914,A602055,NULL,REPTILE,ORANGE,NULL,Unknown,,09/01/2018,NORMAL,SAFE KEEP,OWNER DIED,NULL,11/01/2018,"100 BLK ALAMITOS AVE, LONG BEACH, CA 90802",LONG BEACH,RESCUE,OTHER RESC,33.7677623,-118.1825071,Alive on Intake,"33.7677623, -118.1825071",2,FALSE,FALSE,FALSE,FALSE,TRUE,1
369191,A735371,*GOOSE,DOG,BLUE,WHITE,Neutered,11/04/2024,09/01/2025,I/I REPORT,WELFARE SEIZED,HOSPITAL,NULL,10/02/2025,"100 BLK ALAMITOS AVE, LONG BEACH, CA, 90802",LONG BEACH,ADOPTION,WALKIN,33.7677655,-118.1825323,Alive on Intake,"33.7677655, -118.1825323",32,FALSE,FALSE,FALSE,FALSE,TRUE,1
371338,A737895,NULL,BIRD,BROWN,WHITE,Unknown,,07/03/2025,ILL MILD,WILDLIFE,FIELD,NULL,07/03/2025,100 BLK AQUARIUM WAY LONG BEACH CA 90802,LONG BEACH,TRANSPORT,OTHER RESC,33.7622585,-118.1966005,Alive on Intake,"33.7622585, -118.1966005",0,FALSE,FALSE,FALSE,TRUE,FALSE,1
366130,A733086,NULL,BIRD,BROWN,NULL,Unknown,22/11/2023,22/11/2024,INJURED  MILD,WILDLIFE,FIELD,NULL,23/11/2024,100 BLK AQUARIUM WAY LONG BEACH CA 90802,LONG BEACH,DIED,IN KENNEL,33.7622585,-118.1966005,Alive on Intake,"33.7622585, -118.1966005",1,FALSE,TRUE,FALSE,FALSE,FALSE,0
